order_id,order_date,customer_id,country,city,channel,category,subcategory,unit_price,quantity,discount,revenue,cost
O819,2024-07-28 17:00:00,C10576,Brazil,Brasília,Retail,Electronics,Electronics Sub5,166.97,5,0.0,834.86,646.45
O820,2024-03-08 04:00:00,C10851,France,Lyon,Web,Sports,Sports Sub2,10.0,1,0.27,7.32,7.54
O821,2024-08-17 16:00:00,C10720,Netherlands,Rotterdam,Retail,Beauty,Beauty Sub2,186.77,2,0.08,344.23,287.04
O822,2024-11-06 00:00:00,C10811,UK,London,Web,Electronics,Electronics Sub3,28.53,2,0.0,57.07,41.59
O823,2024-08-27 11:00:00,C10793,India,Delhi,Web,Sports,Sports Sub3,205.22,1,0.0,205.22,135.87
O824,2024-05-04 03:00:00,C11125,Australia,Sydney,Web,Home,Home Sub3,173.12,4,0.11,617.27,464.23
O825,2024-06-07 05:00:00,C10693,India,Delhi,Web,Home,Home Sub5,198.37,1,0.23,153.06,123.27
O826,2024-06-05 01:00:00,C11032,France,Marseille,Mobile App,Fashion,Fashion Sub4,95.89,2,0.0,191.78,142.07
O827,2025-10-26 13:00:00,C11143,Brazil,Rio de Janeiro,Web,Electronics,Electronics Sub5,92.74,5,0.06,437.72,317.38
O828,2024-07-15 03:00:00,C10894,USA,Seattle,Web,Fashion,Fashion Sub5,109.67,1,0.0,109.67,86.49
O829,2024-08-12 22:00:00,C10863,Sweden,Gothenburg,Marketplace,Electronics,Electronics Sub2,134.45,1,0.13,116.38,89.25
O830,2024-01-01 18:00:00,C11143,India,Bengaluru,Marketplace,Beauty,Beauty Sub5,63.07,2,0.0,126.15,97.61
O831,2024-05-02 00:00:00,C11168,Australia,Brisbane,Web,Fashion,Fashion Sub4,139.91,3,0.0,419.72,301.54
O832,2024-07-31 13:00:00,C10779,Sweden,Stockholm,Mobile App,Electronics,Electronics Sub5,190.27,2,0.0,380.53,215.51
O833,2024-12-04 20:00:00,C10293,USA,Seattle,Mobile App,Electronics,Electronics Sub3,106.46,1,0.03,102.85,83.71
O834,2024-12-07 22:00:00,C10027,Australia,Melbourne,Web,Sports,Sports Sub3,196.1,1,0.0,196.1,145.05
O835,2024-04-01 21:00:00,C10070,India,Delhi,Web,Electronics,Electronics Sub4,42.86,1,0.0,42.86,28.83
O836,2025-02-16 01:00:00,C10151,Canada,Calgary,Retail,Electronics,Electronics Sub3,211.11,1,0.06,198.68,119.07
O837,2024-04-15 11:00:00,C10907,India,Hyderabad,Retail,Beauty,Beauty Sub2,10.0,3,0.0,30.0,21.82
O838,2025-04-12 06:00:00,C10078,USA,San Francisco,Web,Fashion,Fashion Sub1,79.71,6,0.0,478.27,294.08
O839,2025-04-08 03:00:00,C10694,USA,San Francisco,Mobile App,Home,Home Sub5,33.08,3,0.02,97.05,66.13
O840,2025-05-06 12:00:00,C10638,Sweden,Stockholm,Web,Fashion,Fashion Sub1,163.82,3,0.0,491.46,390.79
O841,2024-06-25 13:00:00,C10425,India,Delhi,Web,Beauty,Beauty Sub4,185.85,1,0.01,184.45,146.1
O842,2025-04-12 05:00:00,C10552,France,Paris,Mobile App,Home,Home Sub5,160.0,1,0.0,160.0,113.45
O843,2025-06-21 07:00:00,C10678,Australia,Sydney,Web,Beauty,Beauty Sub4,105.3,4,0.0,421.19,321.98
O844,2025-08-11 19:00:00,C10358,Australia,Brisbane,Mobile App,Electronics,Electronics Sub1,259.07,2,0.0,518.14,346.25
O845,2024-09-27 17:00:00,C10355,USA,New York,Retail,Electronics,Electronics Sub2,159.14,1,0.0,159.14,118.31
O846,2025-08-02 04:00:00,C10489,Sweden,Gothenburg,Web,Sports,Sports Sub5,161.18,1,0.0,161.18,124.36
O847,2025-01-25 23:00:00,C11336,Canada,Toronto,Web,Home,Home Sub3,42.58,1,0.0,42.58,25.27
O848,2024-02-24 15:00:00,C10265,Brazil,São Paulo,Mobile App,Electronics,Electronics Sub1,178.91,2,0.0,357.82,238.78
O849,2025-08-27 06:00:00,C10297,France,Paris,Mobile App,Home,Home Sub5,182.61,1,0.0,182.61,114.68
O850,2025-06-17 15:00:00,C11267,Germany,Hamburg,Web,Fashion,Fashion Sub2,183.37,1,0.0,183.37,142.07
O851,2025-01-03 01:00:00,C10819,India,Bengaluru,Web,Fashion,Fashion Sub1,193.28,1,0.0,193.28,123.81
O852,2024-10-02 03:00:00,C10693,Sweden,Stockholm,Mobile App,Fashion,Fashion Sub1,201.14,1,0.0,201.14,131.9
O853,2025-02-16 22:00:00,C10475,Canada,Montreal,Retail,Fashion,Fashion Sub5,285.47,2,0.0,570.93,426.14
O854,2024-10-26 10:00:00,C10969,UK,Leeds,Web,Fashion,Fashion Sub1,260.73,4,0.25,783.08,596.56
O855,2024-10-10 04:00:00,C10875,USA,New York,Mobile App,Fashion,Fashion Sub3,190.3,3,0.0,570.89,429.26
O856,2025-03-02 08:00:00,C10343,Netherlands,Amsterdam,Web,Sports,Sports Sub5,35.66,3,0.0,106.99,76.86
O857,2024-01-15 22:00:00,C10417,Canada,Toronto,Mobile App,Electronics,Electronics Sub2,142.05,4,0.0,568.19,323.49
O858,2024-02-26 01:00:00,C10498,UK,London,Mobile App,Sports,Sports Sub3,186.79,3,0.0,560.38,408.83
O859,2024-07-12 00:00:00,C10078,Sweden,Stockholm,Mobile App,Electronics,Electronics Sub2,178.91,1,0.0,178.91,123.88
O860,2025-06-14 23:00:00,C10211,UK,Manchester,Mobile App,Sports,Sports Sub3,145.89,2,0.0,291.78,217.68
O861,2024-06-22 03:00:00,C10943,UK,Manchester,Web,Fashion,Fashion Sub3,55.11,1,0.04,52.95,32.23
O862,2025-09-09 17:00:00,C11377,Australia,Melbourne,Web,Beauty,Beauty Sub2,171.09,1,0.0,171.09,107.6
O863,2025-02-20 19:00:00,C10547,Brazil,São Paulo,Web,Fashion,Fashion Sub3,160.46,3,0.12,423.77,305.38
O864,2025-10-29 13:00:00,C10858,UK,London,Mobile App,Beauty,Beauty Sub1,180.64,1,0.0,180.64,128.21
O865,2025-02-07 06:00:00,C10866,Brazil,Brasília,Web,Fashion,Fashion Sub3,145.41,1,0.0,145.41,84.0
O866,2024-06-23 14:00:00,C10749,Sweden,Stockholm,Web,Electronics,Electronics Sub3,125.55,1,0.11,111.21,84.49
O867,2025-01-03 16:00:00,C10026,Australia,Melbourne,Web,Electronics,Electronics Sub3,14.88,4,0.0,59.53,39.75
O868,2025-10-21 14:00:00,C10939,Brazil,Brasília,Web,Home,Home Sub5,170.53,3,0.0,511.58,322.65
O869,2025-10-20 05:00:00,C10928,USA,San Francisco,Web,Beauty,Beauty Sub3,109.66,2,0.29,154.97,134.58
O870,2024-03-14 10:00:00,C10141,France,Paris,Web,Electronics,Electronics Sub3,157.14,2,0.0,314.28,206.12
O871,2024-09-13 08:00:00,C10921,Sweden,Stockholm,Web,Beauty,Beauty Sub5,117.32,3,0.0,351.95,214.21
O872,2025-01-30 21:00:00,C10512,Sweden,Gothenburg,Web,Home,Home Sub5,115.38,2,0.0,230.77,178.35
O873,2025-01-30 06:00:00,C10271,Canada,Vancouver,Retail,Sports,Sports Sub3,10.0,3,0.0,30.0,22.93
O874,2024-09-04 02:00:00,C10330,Germany,Hamburg,Web,Beauty,Beauty Sub2,217.02,1,0.0,217.02,165.38
O875,2024-08-17 17:00:00,C11159,Germany,Cologne,Retail,Sports,Sports Sub5,139.44,2,0.0,278.89,156.44
O876,2024-02-22 04:00:00,C10488,India,Mumbai,Web,Home,Home Sub1,30.43,1,0.27,22.24,21.52
O877,2024-06-30 06:00:00,C11381,USA,Chicago,Mobile App,Sports,Sports Sub5,10.0,2,0.0,20.0,14.2
O878,2025-07-01 04:00:00,C10956,Netherlands,Rotterdam,Web,Home,Home Sub4,97.13,3,0.0,291.39,183.92
O879,2024-08-07 17:00:00,C10286,France,Paris,Mobile App,Home,Home Sub5,164.93,1,0.14,142.3,112.75
O880,2024-05-08 12:00:00,C10659,India,Delhi,Web,Electronics,Electronics Sub2,121.48,1,0.0,121.48,87.14
O881,2025-02-17 07:00:00,C10854,India,Hyderabad,Mobile App,Electronics,Electronics Sub3,164.66,2,0.23,254.36,237.61
O882,2025-02-18 04:00:00,C10315,Brazil,Brasília,Retail,Sports,Sports Sub2,76.68,3,0.0,230.04,159.42
O883,2024-12-17 20:00:00,C10544,Australia,Sydney,Retail,Beauty,Beauty Sub2,133.39,2,0.0,266.79,212.59
O884,2024-03-27 23:00:00,C10121,Brazil,Rio de Janeiro,Marketplace,Sports,Sports Sub5,83.35,1,0.24,63.36,60.51
O885,2024-05-07 20:00:00,C10142,Netherlands,Rotterdam,Mobile App,Beauty,Beauty Sub4,130.48,4,0.0,521.9,295.01
O886,2024-06-23 23:00:00,C10066,Brazil,Rio de Janeiro,Retail,Electronics,Electronics Sub3,98.72,4,0.0,394.88,227.5
O887,2025-06-08 10:00:00,C10611,Australia,Brisbane,Mobile App,Home,Home Sub2,10.0,2,0.02,19.67,13.08
O888,2024-03-17 16:00:00,C11268,India,Delhi,Web,Fashion,Fashion Sub4,76.89,1,0.0,76.89,61.33
O889,2024-05-01 20:00:00,C10156,UK,Manchester,Web,Home,Home Sub3,10.0,5,0.0,50.0,37.83
O890,2024-10-09 17:00:00,C10001,UK,Manchester,Retail,Fashion,Fashion Sub1,95.8,1,0.0,95.8,71.64
O891,2024-10-31 23:00:00,C11071,Brazil,Brasília,Web,Fashion,Fashion Sub3,44.88,1,0.0,44.88,30.36
O892,2024-10-11 11:00:00,C10325,France,Marseille,Retail,Sports,Sports Sub5,220.73,1,0.0,220.73,129.09
O893,2025-07-30 08:00:00,C11064,Canada,Calgary,Mobile App,Sports,Sports Sub3,127.26,1,0.1,113.96,92.58
O894,2024-10-04 08:00:00,C11368,UK,Leeds,Web,Beauty,Beauty Sub3,90.74,1,0.0,90.74,55.98
O895,2025-07-24 00:00:00,C11251,Germany,Munich,Web,Electronics,Electronics Sub4,97.16,7,0.0,680.11,404.57
O896,2024-01-30 19:00:00,C10858,Australia,Melbourne,Retail,Electronics,Electronics Sub1,162.48,1,0.0,162.48,97.74
O897,2025-09-24 01:00:00,C10442,France,Marseille,Mobile App,Fashion,Fashion Sub5,234.48,2,0.03,454.89,262.17
O898,2025-03-31 12:00:00,C10264,Australia,Brisbane,Web,Fashion,Fashion Sub5,102.17,1,0.0,102.17,58.86
O899,2024-02-24 02:00:00,C10150,UK,London,Web,Home,Home Sub3,44.28,1,0.0,44.28,35.07
O900,2024-01-02 19:00:00,C10080,Sweden,Malmö,Web,Sports,Sports Sub4,136.72,2,0.0,273.44,208.06
O901,2024-11-04 03:00:00,C10740,India,Mumbai,Retail,Electronics,Electronics Sub1,72.74,1,0.14,62.2,48.29
O902,2024-09-10 11:00:00,C10894,USA,Seattle,Web,Electronics,Electronics Sub4,34.34,2,0.12,60.46,38.32
O903,2024-12-02 04:00:00,C10930,Australia,Melbourne,Web,Fashion,Fashion Sub1,18.41,2,0.0,36.82,26.23
O904,2025-02-14 19:00:00,C10368,Australia,Brisbane,Mobile App,Home,Home Sub5,30.32,4,0.0,121.28,85.67
O905,2025-07-07 14:00:00,C10700,France,Marseille,Web,Electronics,Electronics Sub4,153.11,4,0.0,612.45,461.57
O906,2025-10-31 07:00:00,C10804,France,Marseille,Mobile App,Home,Home Sub2,151.24,3,0.0,453.71,277.71
O907,2025-06-10 12:00:00,C10957,India,Hyderabad,Web,Sports,Sports Sub5,74.12,1,0.13,64.44,46.36
O908,2025-03-01 03:00:00,C11239,USA,Austin,Web,Sports,Sports Sub4,61.42,3,0.0,184.27,132.13
O909,2025-06-15 05:00:00,C10471,Brazil,São Paulo,Web,Beauty,Beauty Sub4,160.62,1,0.0,160.62,107.6
O910,2025-08-22 14:00:00,C11072,Germany,Munich,Mobile App,Beauty,Beauty Sub2,103.42,2,0.13,180.63,124.38
O911,2024-04-18 05:00:00,C11100,Canada,Calgary,Web,Fashion,Fashion Sub5,53.69,1,0.3,37.6,36.71
O912,2024-06-01 19:00:00,C10468,France,Marseille,Mobile App,Fashion,Fashion Sub4,156.44,3,0.0,469.32,292.99
O913,2025-04-12 05:00:00,C10172,UK,London,Web,Fashion,Fashion Sub2,204.34,4,0.04,787.34,453.01
O914,2025-04-20 17:00:00,C10090,Canada,Vancouver,Mobile App,Home,Home Sub2,150.95,2,0.21,239.83,185.02
O915,2024-04-24 08:00:00,C11255,India,Mumbai,Marketplace,Fashion,Fashion Sub1,85.67,5,0.0,428.37,341.0
O916,2024-11-08 21:00:00,C11354,Sweden,Stockholm,Mobile App,Sports,Sports Sub1,62.19,6,0.0,373.12,219.69
O917,2024-10-15 04:00:00,C10809,USA,Seattle,Retail,Electronics,Electronics Sub4,202.28,2,0.0,404.55,253.39
O918,2024-03-31 00:00:00,C10583,France,Marseille,Retail,Fashion,Fashion Sub1,160.73,1,0.0,160.73,93.65
O919,2024-05-30 02:00:00,C10005,Canada,Calgary,Web,Sports,Sports Sub5,19.61,4,0.0,78.44,60.15
O920,2024-05-16 14:00:00,C10427,India,Mumbai,Web,Electronics,Electronics Sub5,174.21,1,0.17,144.4,125.39
O921,2025-09-11 19:00:00,C10327,Sweden,Malmö,Retail,Sports,Sports Sub1,188.5,2,0.17,311.86,209.3
O922,2024-09-09 04:00:00,C10299,Brazil,Rio de Janeiro,Web,Sports,Sports Sub4,41.93,2,0.0,83.85,48.34
O923,2025-06-23 09:00:00,C11336,India,Bengaluru,Web,Fashion,Fashion Sub4,225.45,1,0.11,201.09,129.04
O924,2024-05-18 06:00:00,C10339,Canada,Vancouver,Marketplace,Home,Home Sub1,95.39,5,0.0,476.95,273.28
O925,2024-06-13 15:00:00,C10156,Germany,Berlin,Web,Sports,Sports Sub5,165.65,7,0.0,1159.58,778.57
O926,2024-03-06 13:00:00,C10521,Australia,Sydney,Web,Home,Home Sub4,89.48,1,0.0,89.48,55.96
O927,2024-12-13 13:00:00,C10038,India,Bengaluru,Mobile App,Beauty,Beauty Sub4,28.07,3,0.0,84.21,53.66
O928,2024-09-27 07:00:00,C10015,Sweden,Gothenburg,Retail,Sports,Sports Sub4,23.76,2,0.0,47.51,34.73
O929,2024-10-24 14:00:00,C10634,USA,Seattle,Mobile App,Electronics,Electronics Sub4,123.82,1,0.0,123.82,84.19
O930,2024-02-07 04:00:00,C11241,USA,Austin,Web,Fashion,Fashion Sub1,169.57,3,0.0,508.72,324.07
O931,2025-10-17 10:00:00,C10530,Canada,Toronto,Mobile App,Sports,Sports Sub4,153.25,3,0.01,453.85,330.64
O932,2024-10-01 00:00:00,C10827,Germany,Munich,Web,Home,Home Sub3,216.57,2,0.13,374.88,315.61
O933,2024-11-21 21:00:00,C11054,Brazil,São Paulo,Web,Electronics,Electronics Sub2,113.43,1,0.0,113.43,68.35
O934,2025-05-07 10:00:00,C11327,UK,Leeds,Web,Home,Home Sub2,205.59,2,0.0,411.18,237.9
O935,2024-08-06 23:00:00,C10010,USA,Austin,Mobile App,Electronics,Electronics Sub3,10.0,2,0.01,19.87,14.66
O936,2024-02-25 22:00:00,C10648,India,Bengaluru,Retail,Home,Home Sub1,132.01,1,0.04,126.74,92.06
O937,2024-04-05 03:00:00,C10428,Australia,Melbourne,Retail,Fashion,Fashion Sub3,124.5,1,0.23,96.09,90.49
O938,2025-09-28 21:00:00,C10983,Australia,Brisbane,Web,Fashion,Fashion Sub4,242.91,3,0.29,516.93,456.96
O939,2024-06-05 03:00:00,C11378,Sweden,Gothenburg,Marketplace,Home,Home Sub1,154.48,4,0.0,617.9,377.22
O940,2025-07-09 13:00:00,C10105,Canada,Vancouver,Web,Electronics,Electronics Sub4,231.05,2,0.0,462.1,348.49
O941,2024-02-01 03:00:00,C10054,Germany,Cologne,Mobile App,Beauty,Beauty Sub4,182.29,1,0.03,176.5,105.72
O942,2025-06-26 13:00:00,C11228,UK,Bristol,Marketplace,Electronics,Electronics Sub1,189.89,3,0.21,452.76,372.13
O943,2024-04-14 06:00:00,C10191,Canada,Toronto,Retail,Electronics,Electronics Sub4,10.0,1,0.08,9.23,7.91
O944,2025-09-25 16:00:00,C10732,Australia,Sydney,Mobile App,Sports,Sports Sub2,345.35,1,0.24,263.83,260.03
O945,2024-03-17 05:00:00,C10279,Canada,Toronto,Mobile App,Sports,Sports Sub2,98.43,3,0.27,216.48,218.71
O946,2024-01-26 20:00:00,C10396,Brazil,Rio de Janeiro,Mobile App,Electronics,Electronics Sub3,129.93,6,0.0,779.6,515.41
O947,2025-05-26 07:00:00,C11066,UK,Leeds,Web,Electronics,Electronics Sub2,85.41,1,0.35,55.52,67.87
O948,2025-08-18 15:00:00,C11185,Canada,Montreal,Retail,Fashion,Fashion Sub3,145.46,3,0.0,436.38,301.24
O949,2024-12-21 08:00:00,C10652,Germany,Berlin,Mobile App,Electronics,Electronics Sub3,61.44,1,0.0,61.44,36.18
O950,2025-02-16 17:00:00,C11145,Germany,Munich,Mobile App,Fashion,Fashion Sub1,178.11,3,0.0,534.34,305.44
O951,2024-07-21 11:00:00,C11326,India,Mumbai,Retail,Electronics,Electronics Sub3,169.38,2,0.0,338.77,258.54
O952,2025-02-24 02:00:00,C11058,France,Lyon,Marketplace,Electronics,Electronics Sub2,121.22,1,0.35,78.79,78.08
O953,2024-06-10 02:00:00,C10535,India,Delhi,Marketplace,Electronics,Electronics Sub1,156.0,4,0.0,624.0,371.7
O954,2024-06-09 21:00:00,C10205,France,Paris,Web,Electronics,Electronics Sub3,172.72,6,0.0,1036.3,572.11
O955,2025-03-31 07:00:00,C11318,Sweden,Gothenburg,Web,Electronics,Electronics Sub5,107.83,3,0.19,263.31,214.09
O956,2024-12-22 19:00:00,C10345,India,Delhi,Web,Sports,Sports Sub5,193.86,3,0.05,555.1,421.25
O957,2025-03-27 16:00:00,C10445,India,Delhi,Web,Electronics,Electronics Sub5,94.66,2,0.0,189.32,125.59
O958,2025-06-25 10:00:00,C10095,Brazil,Brasília,Web,Electronics,Electronics Sub2,159.63,2,0.21,252.04,253.9
O959,2025-05-20 11:00:00,C10930,India,Hyderabad,Mobile App,Electronics,Electronics Sub3,34.81,2,0.0,69.63,44.67
O960,2025-02-21 13:00:00,C10551,India,Bengaluru,Web,Sports,Sports Sub3,85.19,1,0.19,68.6,59.33
O961,2025-05-17 21:00:00,C10717,Canada,Toronto,Retail,Fashion,Fashion Sub5,73.78,4,0.1,266.67,188.75
O962,2024-03-09 23:00:00,C10887,India,Hyderabad,Marketplace,Sports,Sports Sub5,29.79,2,0.07,55.56,47.64
O963,2025-10-29 18:00:00,C11287,Brazil,Brasília,Web,Beauty,Beauty Sub2,127.5,1,0.0,127.5,86.34
O964,2024-03-09 17:00:00,C10657,Netherlands,Amsterdam,Marketplace,Sports,Sports Sub5,20.53,1,0.0,20.53,12.68
O965,2024-04-20 06:00:00,C11393,Canada,Montreal,Web,Electronics,Electronics Sub1,254.3,1,0.0,254.3,144.28
O966,2025-02-05 11:00:00,C10738,Germany,Cologne,Web,Home,Home Sub5,157.03,2,0.04,300.12,215.92
O967,2024-12-04 15:00:00,C10378,USA,Seattle,Mobile App,Home,Home Sub5,166.1,3,0.0,498.3,292.16
O968,2024-03-31 15:00:00,C10635,Germany,Berlin,Retail,Electronics,Electronics Sub3,10.0,1,0.0,10.0,6.57
O969,2024-01-21 21:00:00,C11311,USA,San Francisco,Mobile App,Electronics,Electronics Sub2,118.8,4,0.0,475.19,379.1
O970,2025-06-25 13:00:00,C10948,Brazil,São Paulo,Mobile App,Electronics,Electronics Sub2,118.18,2,0.25,177.6,187.02
O971,2024-06-21 07:00:00,C10346,USA,New York,Web,Home,Home Sub3,169.95,2,0.0,339.89,221.9
O972,2025-07-02 13:00:00,C10677,India,Hyderabad,Web,Sports,Sports Sub2,179.72,1,0.0,179.72,141.72
O973,2025-10-30 15:00:00,C10649,Sweden,Gothenburg,Web,Fashion,Fashion Sub1,118.96,1,0.18,97.97,74.53
O974,2024-04-03 19:00:00,C11064,Brazil,Rio de Janeiro,Mobile App,Electronics,Electronics Sub1,160.74,3,0.0,482.23,285.22
O975,2025-01-17 15:00:00,C10701,Sweden,Stockholm,Web,Home,Home Sub2,10.0,3,0.14,25.79,23.25
O976,2024-11-25 00:00:00,C11296,Sweden,Gothenburg,Mobile App,Electronics,Electronics Sub3,101.78,3,0.27,223.75,218.43
O977,2025-08-29 12:00:00,C10190,Sweden,Stockholm,Web,Sports,Sports Sub1,146.92,3,0.06,415.39,265.64
O978,2025-02-03 21:00:00,C11302,France,Marseille,Web,Fashion,Fashion Sub3,35.07,1,0.0,35.07,26.5
O979,2024-11-16 08:00:00,C10363,Australia,Sydney,Web,Beauty,Beauty Sub1,178.57,6,0.0,1069.9,848.65
O980,2024-11-14 05:00:00,C10393,Netherlands,Amsterdam,Mobile App,Electronics,Electronics Sub1,158.86,1,0.0,158.86,102.06
O981,2024-12-15 20:00:00,C10442,France,Paris,Mobile App,Sports,Sports Sub1,90.61,1,0.0,90.61,55.93
O982,2025-05-07 15:00:00,C11211,Sweden,Stockholm,Web,Sports,Sports Sub4,183.52,1,0.18,150.18,114.83
O983,2025-08-26 19:00:00,C10814,France,Lyon,Web,Electronics,Electronics Sub2,125.25,1,0.0,125.25,77.51
O984,2024-06-16 00:00:00,C10676,France,Lyon,Mobile App,Electronics,Electronics Sub4,58.04,1,0.02,56.75,38.3
O985,2025-10-13 11:00:00,C10936,Germany,Hamburg,Marketplace,Home,Home Sub5,113.54,2,0.04,217.57,130.34
O986,2024-12-14 02:00:00,C11391,Australia,Brisbane,Mobile App,Beauty,Beauty Sub4,165.54,2,0.02,324.03,218.67
O987,2024-04-19 04:00:00,C10409,Canada,Montreal,Marketplace,Sports,Sports Sub4,222.83,2,0.11,395.59,270.02
O988,2024-01-31 13:00:00,C10828,Netherlands,Amsterdam,Mobile App,Beauty,Beauty Sub2,68.27,2,0.0,136.54,79.4
O989,2025-08-12 06:00:00,C10816,India,Bengaluru,Web,Fashion,Fashion Sub3,36.41,2,0.0,72.82,47.19
O990,2025-06-23 18:00:00,C11370,Netherlands,Rotterdam,Retail,Home,Home Sub2,69.31,3,0.0,207.93,115.6
O991,2025-05-12 07:00:00,C10526,Canada,Montreal,Marketplace,Sports,Sports Sub5,10.0,5,0.0,50.0,31.26
O992,2025-02-05 23:00:00,C11139,Germany,Hamburg,Marketplace,Electronics,Electronics Sub2,239.45,2,0.05,453.47,307.71
O993,2024-10-08 07:00:00,C10263,India,Hyderabad,Web,Electronics,Electronics Sub4,71.64,3,0.0,214.92,133.67
O994,2025-06-01 17:00:00,C10965,Brazil,Rio de Janeiro,Retail,Fashion,Fashion Sub2,38.16,2,0.3,53.22,56.22
O995,2025-03-24 14:00:00,C11137,Germany,Cologne,Mobile App,Electronics,Electronics Sub3,10.0,3,0.22,23.44,22.68
O996,2024-10-16 04:00:00,C10941,Canada,Toronto,Mobile App,Sports,Sports Sub3,23.06,5,0.0,115.28,84.31
O997,2024-10-05 01:00:00,C10698,Germany,Munich,Web,Home,Home Sub3,23.47,3,0.35,45.77,48.85
O998,2025-04-05 01:00:00,C11205,Brazil,Brasília,Retail,Fashion,Fashion Sub4,267.5,1,0.31,184.66,182.1
O999,2025-08-03 08:00:00,C10623,Australia,Melbourne,Web,Sports,Sports Sub3,133.35,2,0.0,266.71,173.41
O1000,2024-10-04 04:00:00,C10851,Brazil,Rio de Janeiro,Retail,Home,Home Sub1,126.9,1,0.0,126.9,100.92
O1001,2025-06-22 07:00:00,C10512,Australia,Melbourne,Web,Fashion,Fashion Sub5,12.81,1,0.0,12.81,8.79
O1002,2025-07-19 16:00:00,C10218,Brazil,São Paulo,Mobile App,Electronics,Electronics Sub2,174.79,1,0.15,149.22,134.85
O1003,2024-07-08 18:00:00,C10306,USA,Austin,Marketplace,Electronics,Electronics Sub2,85.47,7,0.0,598.26,428.05
O1004,2025-02-23 17:00:00,C10151,India,Delhi,Mobile App,Electronics,Electronics Sub4,217.05,2,0.0,434.11,327.36
O1005,2024-04-05 13:00:00,C11202,India,Hyderabad,Marketplace,Electronics,Electronics Sub1,10.0,3,0.0,30.0,17.56
O1006,2025-10-30 13:00:00,C10959,Sweden,Gothenburg,Web,Sports,Sports Sub5,86.83,1,0.1,78.42,51.29
O1007,2024-12-30 21:00:00,C10524,Sweden,Stockholm,Mobile App,Electronics,Electronics Sub4,194.73,1,0.0,194.73,117.21
O1008,2024-11-29 06:00:00,C10538,India,Delhi,Web,Electronics,Electronics Sub2,26.41,3,0.0,79.23,44.29
O1009,2025-07-26 17:00:00,C10402,Canada,Calgary,Marketplace,Sports,Sports Sub2,83.5,3,0.0,250.49,153.79
O1010,2024-02-01 04:00:00,C10205,Sweden,Stockholm,Mobile App,Home,Home Sub5,32.87,1,0.0,32.87,18.21
O1011,2024-07-10 03:00:00,C10012,Germany,Cologne,Mobile App,Sports,Sports Sub3,56.06,3,0.04,160.72,110.28
O1012,2024-04-22 10:00:00,C10137,India,Bengaluru,Mobile App,Electronics,Electronics Sub2,129.09,1,0.0,129.09,90.08
O1013,2024-11-28 02:00:00,C10163,USA,New York,Mobile App,Sports,Sports Sub2,185.77,1,0.0,185.77,127.67
O1014,2025-05-06 04:00:00,C11152,France,Lyon,Mobile App,Electronics,Electronics Sub3,64.52,1,0.0,64.52,50.15
O1015,2025-05-02 23:00:00,C10264,USA,Seattle,Mobile App,Sports,Sports Sub5,77.17,6,0.0,463.02,347.86
O1016,2024-09-28 21:00:00,C10569,Germany,Munich,Mobile App,Home,Home Sub4,10.0,1,0.03,9.73,6.4
O1017,2024-09-20 12:00:00,C10612,Canada,Toronto,Retail,Electronics,Electronics Sub4,10.0,1,0.0,10.0,7.14
O1018,2024-01-29 07:00:00,C10879,UK,Manchester,Mobile App,Fashion,Fashion Sub4,10.0,1,0.0,10.0,7.6
O1019,2024-01-28 14:00:00,C11102,USA,San Francisco,Retail,Home,Home Sub4,298.69,4,0.0,1194.78,776.95
O1020,2024-12-22 18:00:00,C10309,Germany,Cologne,Retail,Home,Home Sub3,279.5,2,0.0,559.0,418.09
O1021,2024-04-12 11:00:00,C10416,India,Mumbai,Mobile App,Fashion,Fashion Sub5,168.02,1,0.0,168.02,99.87
O1022,2025-10-12 01:00:00,C10565,Australia,Brisbane,Retail,Electronics,Electronics Sub5,128.75,1,0.0,128.75,94.27
O1023,2025-01-06 13:00:00,C11308,Sweden,Malmö,Marketplace,Sports,Sports Sub5,17.06,3,0.0,51.19,38.85
O1024,2024-03-27 19:00:00,C10922,USA,Seattle,Retail,Home,Home Sub2,165.69,4,0.0,662.77,503.89
O1025,2024-04-09 07:00:00,C10172,USA,Seattle,Web,Home,Home Sub1,185.13,3,0.0,555.4,414.33
O1026,2025-09-17 10:00:00,C10956,Netherlands,Rotterdam,Mobile App,Home,Home Sub3,102.8,2,0.0,205.6,131.53
O1027,2024-11-16 22:00:00,C10549,Germany,Munich,Web,Electronics,Electronics Sub1,152.7,4,0.0,610.81,422.82
O1028,2024-09-07 09:00:00,C10879,Australia,Brisbane,Web,Fashion,Fashion Sub1,183.12,3,0.0,549.35,392.35
O1029,2024-11-20 08:00:00,C11354,Netherlands,Amsterdam,Marketplace,Sports,Sports Sub1,171.8,2,0.21,272.35,191.54
O1030,2025-07-06 06:00:00,C10605,USA,New York,Web,Electronics,Electronics Sub3,116.08,1,0.13,101.34,83.77
O1031,2025-03-15 03:00:00,C10391,USA,Seattle,Web,Beauty,Beauty Sub4,79.54,2,0.0,159.08,89.94
O1032,2025-01-29 01:00:00,C10219,India,Delhi,Mobile App,Sports,Sports Sub3,169.32,1,0.0,169.32,94.39
O1033,2024-01-21 21:00:00,C11284,Australia,Melbourne,Mobile App,Fashion,Fashion Sub2,118.42,2,0.0,236.83,172.96
